RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.8798401714994396,0.2895581349674454,1.2572383177750566,-0.7063704702717293,-1.1332478946720979,-0.6734801275421994,-0.14346581626959318,-0.3538076426214914,-0.5883010828478235,1
-0.24381561836392857,0.596403322768771,0.6393107370112053,-0.18086272384980065,0.097036516974997,-0.02896223911766833,-0.7902006070721983,-0.3538076426214914,-0.5883010828478235,1
-0.7164120241005114,0.15454625233486066,0.6045957043840224,0.1829503313653806,0.4337459348994523,-0.16707321520863924,-0.8253492370071224,-0.3538076426214914,-0.5883010828478235,1
-0.22729126851296214,-0.2382155880508343,0.7017977957401339,-0.3223455786557046,-0.05836782975937829,0.10914873697330259,-0.5160412935797892,-0.3538076426214914,-0.5883010828478235,1
-0.3066081477974395,-0.1645727429785177,0.6531967500620783,-0.4234047606599218,0.5502991949502337,0.07845740895308696,-0.621487183384562,-0.3538076426214914,-0.5883010828478235,1
-0.7891191634446463,-0.7537155035570634,0.6462537435366417,0.34464502257212803,0.4078452104437292,0.21656838504405787,-0.621487183384562,-0.3538076426214914,2.0822000620794276,1
-0.30330327782723154,-0.12775132044235724,0.6393107370112053,-0.625523124668356,0.5632495571781044,0.12449440098341048,-0.5511899235147139,-0.3538076426214914,-0.5883010828478235,1
-0.2603399682148216,-0.31185843312315303,0.6462537435366417,-0.8074296522759464,0.7575049905960552,0.10914873697330259,-0.5019818416058198,-0.3538076426214914,-0.5883010828478235,1
0.2750489669553456,0.7805104354495646,0.6254247239603322,-0.16065088744895722,-0.744737027836178,0.09380307296319486,-0.45980348568391044,-0.3538076426214914,-0.5883010828478235,1
-0.26364483818502954,-0.4959655458039488,0.6393107370112053,-0.18086272384980065,0.4337459348994523,0.10914873697330259,-0.3895062258140623,-0.3538076426214914,0.5415263246213982,1
-0.8717409126993315,-0.8396321561414327,0.5421086456550938,0.22337400416706746,0.705703541684609,0.2626053770743816,-0.6074277314105926,-0.3538076426214914,1.8767768970850234,1
-0.23720587842351265,-0.7414416960450084,0.6809687761638245,-0.3627692514573915,0.4596466593551938,0.1551857290036263,-0.2770306100223048,-0.3538076426214914,-0.5883010828478235,1
-0.8122532532359552,-0.6432512359485841,0.5212796260787843,-0.10001537824642738,0.8093064395075198,0.2932967050945972,-0.6355466353585314,-0.3538076426214914,1.8767768970850234,1
-0.2867789279763385,-0.6677988509726919,0.6115387109094591,-0.3627692514573915,0.7186539039124614,0.06311174494297907,-0.40356567778803165,-0.3538076426214914,1.15779581960461,1
-0.23720587842351265,-0.9746440387740175,0.6323677304857686,-0.2819219058540178,0.8222568017353905,0.12449440098341048,-0.31920896594421416,-0.3538076426214914,-0.5883010828478235,1
-0.24381561836392857,-0.7291678885329557,0.5976526978585861,-0.4436165970607652,0.7575049905960552,0.12449440098341048,-0.39653595180104695,-0.3538076426214914,-0.5883010828478235,1
-0.16780360904958577,-0.888727386189646,0.6879117826892609,-0.5850994518666692,0.5891502816338275,0.17053139301373418,-0.17861444620451788,-0.3538076426214914,-0.5883010828478235,1
1.1938028186671412,1.1732722758352616,0.8128859001471185,-1.1308190346894411,-1.677163108242393,-0.5353691514512284,0.1377232232098006,-0.3538076426214914,-0.5883010828478235,1
0.2519148771640366,0.6086771302808237,0.7295698218418801,-0.5446757790649823,-0.6929355789247134,-0.6734801275421994,-0.04504965245180505,-0.3538076426214914,-0.5883010828478235,1
-0.32974223758874843,-0.4714179307798433,0.5976526978585861,0.48612787737803154,0.097036516974997,0.06311174494297907,-0.36138732186612355,-0.3538076426214914,0.13067999463259033,1
-0.2801691880359226,-0.7168940810209029,0.6045957043840224,0.08189114936116346,0.12293724143072009,0.06311174494297907,-0.30514951397024476,-0.3538076426214914,1.3632189845990137,1
0.4336827255243003,1.6764983838294358,0.7434558348927531,-2.3435292187400454,-0.8224392012033657,-0.7195171195725231,0.03227733340502778,-0.3538076426214914,-0.5883010828478235,1
-0.3264373676185405,-0.7659893110691162,0.6531967500620783,-0.3223455786557046,0.17473869034218464,0.1398400649935184,-0.17861444620451788,-0.3538076426214914,-0.5883010828478235,1
-0.276864318065788,-0.7291678885329557,0.6184817174348956,-0.20107456025064407,0.4725970215830461,0.18587705702384208,-0.2559414320613507,-0.3538076426214914,-0.5883010828478235,1
-0.3793152871415009,-0.029560860345932964,0.5698806717568399,-0.6053112882675126,0.25244086370935387,0.0017290889025474673,-0.3684170478531082,-0.3538076426214914,-0.5883010828478235,1
-0.23390100845330467,-0.5205131608280543,0.5976526978585861,-0.4840402698624521,0.446696297127323,0.23191404905416577,-0.2981197879832601,-0.3538076426214914,-0.5883010828478235,1
-0.13805977931793428,-0.2382155880508343,0.5559946587059669,-0.07980354184558396,-0.01951674307578447,0.1398400649935184,-0.3684170478531082,-0.3538076426214914,-0.5883010828478235,1
-0.37601041717136635,-0.6555250434606391,0.5559946587059669,-0.24149823305233092,0.4984977460387876,0.09380307296319486,-0.3684170478531082,-0.3538076426214914,-0.5883010828478235,1
-0.2206815285726196,-1.0360130763342812,0.583766684807713,-0.039379869043897106,0.6409517305452921,0.10914873697330259,-0.2910900619962754,-0.3538076426214914,-0.5883010828478235,1
-0.16780360904958577,-0.39777508570752457,0.5629376652314035,-0.3425574150565481,0.26539122593722464,0.1551857290036263,-0.32623869193119887,-0.3538076426214914,-0.5883010828478235,1
-0.2206815285726196,-0.9255488087258043,0.6115387109094591,-0.3021337422548612,0.5502991949502337,0.17053139301373418,-0.18564417219150256,-0.3538076426214914,0.8496610721130041,1
-0.2900837979464731,-0.6923464659967974,0.5698806717568399,-0.625523124668356,0.7963560772796491,0.09380307296319486,-0.2840603360092895,-0.3538076426214914,-0.5883010828478235,1
-0.19754743878131065,-0.6800726584847446,0.5559946587059669,-0.4436165970607652,0.4078452104437292,0.17053139301373418,-0.2770306100223048,-0.17274804547643027,1.6713537320906198,1
-0.27025457812537207,-1.0237392688222284,0.5490516521805304,-0.14043905104811424,0.9517604240140243,0.1551857290036263,-0.2840603360092895,-0.3538076426214914,0.027968412135388282,1
-0.17110847901979373,-0.8764535786775932,0.5976526978585861,-0.2212863966514875,0.3819444859880061,0.10914873697330259,-0.14346581626959318,-0.3538076426214914,-0.5883010828478235,1
-0.8849603925800166,-0.1400251279544122,0.5351656391296574,-0.4840402698624521,0.10998687920284934,0.09380307296319486,-0.2700008840353201,-0.3538076426214914,-0.5883010828478235,1
0.2453051372236941,0.596403322768771,0.5907096913331493,-0.2617100694531744,-1.094396807988504,0.017074752912655367,-0.12237663830863912,-0.13251257944419445,-0.5883010828478235,1
